npoints=995, a=(1626.007436,160.479798,-3414.793566), b=(0.179389,0.022917,0.983511)
npoints=1047, a=(1334.099303,-372.825346,-2374.245521), b=(0.206028,-0.008589,-0.978508)
npoints=876, a=(-1119.638026,-1069.448822,-2779.888139), b=(0.011147,0.218746,-0.975718)
npoints=543, a=(-40.245474,742.350895,-2449.993456), b=(0.187090,0.003323,0.982337)
npoints=291, a=(393.248892,1770.202782,-1520.128387), b=(0.169901,0.180974,-0.968701)
npoints=194, a=(1633.307889,-1058.890535,-3763.658952), b=(0.229880,-0.076790,0.970185)
npoints=151, a=(1743.842996,308.634522,-3292.210751), b=(0.054965,0.045962,0.997430)
npoints=135, a=(-998.766380,-1124.366526,-2072.488379), b=(0.086599,0.180231,-0.979805)
